Contig	T0-R-Dry-soil-A Mean	T0-R-Dry-soil-B Mean	T0-R-Dry-soil-C Mean	T1-R-H218O-A Mean	T1-R-H218O-B Mean	T1-R-H218O-C Mean	T1-R-H218O-P-A Mean	T1-R-H218O-P-B Mean	T1-R-H218O-P-C Mean	T1-R-H2O-A Mean	T1-R-H2O-B Mean	T1-R-H2O-C Mean	T1-R-H2O-P-A Mean	T1-R-H2O-P-B Mean	T1-R-H2O-P-C Mean	T2-R-H218O-A Mean	T2-R-H218O-B Mean	T2-R-H218O-C Mean	T2-R-H218O-P-A Mean	T2-R-H218O-P-B Mean	T2-R-H218O-P-C Mean	T2-R-H2O-A Mean	T2-R-H2O-B Mean	T2-R-H2O-C Mean	T2-R-H2O-P-A Mean	T2-R-H2O-P-B Mean	T2-R-H2O-P-C Mean	T3-R-H218O-A Mean	T3-R-H218O-B Mean	T3-R-H218O-C Mean	T3-R-H218O-P-A Mean	T3-R-H218O-P-B Mean	T3-R-H218O-P-C Mean	T3-R-H2O-A Mean	T3-R-H2O-B Mean	T3-R-H2O-C Mean	T3-R-H2O-P-A Mean	T3-R-H2O-P-B Mean	T3-R-H2O-P-C Mean
NODE_4050_length_5131_cov_16.375000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_40908_length_1096_cov_14.615848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18816067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_41478_length_2658_cov_2.533802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_4185_length_4695_cov_66.122063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25874588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_42352_length_2156_cov_7.516286	0	0	0	0	0	0	0	0	0	0	0.12063809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25822532	0	0	0	0	0	0	0	0.0887338	0	0	0
NODE_42856_length_2138_cov_8.485532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_4328_length_4908_cov_30.321273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09415721	0	0	0	0.057166878	0	0	0	0	0	0	0	0	0.060949977	0.039092056	0	0
NODE_43412_length_1526_cov_1.589348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_43635_length_2565_cov_2.502839	0	0	0	0	0	0	0	0	0	0	0	0	0.06004141	0	0	0	0	0	0	0	0	0	0	0	0	0.024016563	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_43768_length_2153_cov_4.598832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14478283	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_44081_length_2547_cov_2.982435	0	0	0	0	0	0	0.20358782	0	0	0	0	0	0	0	0.12098456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24196912	0	0	0
NODE_44657_length_2468_cov_8.346560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_4479_length_4498_cov_25.111389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13017479	0	0	0	0	0	0.054967802	0	0	0	0	0	0	0	0	0	0	0.06669733	0	0	0	0	0
NODE_45057_length_1093_cov_8.299799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_45615_length_1085_cov_5.799189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_4632_length_5968_cov_5.775089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04297009	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07975249	0	0	0	0	0	0.14334823
NODE_46417_length_1073_cov_10.105749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_4659_length_4838_cov_24.380882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_47182_length_2015_cov_3.469207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_4862_length_4195_cov_21.962891	0.07169345	0	0	0.25611866	0	0	0.067737944	0.11915945	0.07169345	0	0	0	0.067737944	0.33770087	0.1433869	0.035846725	0.06328801	0	0	0	0.1433869	0	0.1433869	0.14239803	0.13646477	0.05735476	0	0	0.1433869	0	0.2051916	0.09888752	0	0.2867738	0	0	0.21508035	0.06328801	0
NODE_48635_length_2145_cov_7.517595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_48675_length_1188_cov_2.860422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_48874_length_1041_cov_11.018047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28843996	0	0	0	0
NODE_50226_length_1024_cov_10.616216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_50353_length_1957_cov_7.127557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.160487	0	0	0	0	0	0	0	0	0	0	0.065301605	0	0
NODE_50411_length_1022_cov_5.719393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_51518_length_2062_cov_8.997962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_51963_length_1805_cov_3.063306	0	0	0	0	0	0	0	0	0.17522658	0.35045317	0	0	0.75166166	0	0	0	0	0	0	0.11722054	0.17522658	0	0	0	0.17522658	0	0.15951662	0	0	0	0	0	0.10634441	0	0	0	0.11480363	0.17280966	0
NODE_53728_length_1086_cov_11.295846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_55229_length_1805_cov_3.885111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_55740_length_1953_cov_9.002697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_55899_length_1349_cov_1.900800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_56409_length_1221_cov_3.342246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.270775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_56688_length_1271_cov_1.538396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2586976	0	0	0	0	0	0	0	0.2586976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_57099_length_1265_cov_1.363636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_58673_length_2032_cov_6.630109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_59864_length_1860_cov_7.834753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16959064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_6104_length_4628_cov_30.960035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_6212_length_4834_cov_8.265892	0	0	0	0	0	0.04739539	0.18573868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.061912894	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_62550_length_1651_cov_7.710696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_6344_length_3938_cov_19.412607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_64713_length_1620_cov_4.295858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_64925_length_1611_cov_4.718254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_66312_length_1588_cov_4.903291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_66367_length_1587_cov_6.676075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19485039	0	0	0
NODE_66414_length_1210_cov_1.040504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_66440_length_1101_cov_2.645709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_66649_length_1590_cov_2.725017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_66754_length_1140_cov_1.394813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_6695_length_3779_cov_96.384511	0.046293747	0.15982364	0	0	0	0	0.066133924	0	0	0	0	0.07991182	0	0	0	0	0	0	0.043538164	0	0	0	0	0	0.076880686	0	0.07991182	0	0.13337007	0	0	0	0.101956464	0.07991182	0.073849544	0	0.15982364	0	0
NODE_6739_length_3760_cov_12.342256	0	0	0	0	0	0	0	0	0	0.07590028	0	0.06315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_67840_length_1878_cov_2.401349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_67914_length_1562_cov_6.128503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_6842_length_3720_cov_13.059100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_68563_length_1367_cov_2.888801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23829088	0	0	0	0	0	0	0	0	0	0	0
NODE_70385_length_1666_cov_11.225909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12532982	0	0	0	0	0	0	0	0	0.57387865	0	0	0	0	0	0	0	0	0	0	0
NODE_71306_length_1511_cov_6.019830	0	0	0	0	0	0.21307862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_7135_length_7293_cov_13.093272	0	0.06439871	0	0.42139158	0.22791544	0.22119558	0.04059919	0.15875682	0.04059919	0.56306875	0.17639647	0.5588688	0.64958704	0.46787065	0.19795604	0.14699706	0.29343414	0.36399272	0.20075598	0.024639508	0.10947781	0.23631528	0.31303373	0.650147	0.26235476	0.19375612	0.32479352	0.06355873	0	0	0.10303794	0.04059919	0.23967521	0.27383453	0.21783565	0.26263475	0.47599047	0.23127538	0
NODE_72161_length_1640_cov_7.218689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_72431_length_1144_cov_1.123445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_72937_length_1442_cov_5.367089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_73204_length_1522_cov_4.575545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_75735_length_1454_cov_4.299631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22239263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_75941_length_1447_cov_3.463650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_7864_length_2745_cov_109.586168	0	0	0	0	0	0	0	0	0.111753374	0	0	0	0	0	0.055876687	0	0	0	0	0	0	0	0.0805395	0	0	0	0	0	0	0	0	0	0	0.111753374	0	0	0	0	0
NODE_79441_length_1362_cov_3.219319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_79525_length_1401_cov_10.613671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_79896_length_1397_cov_5.143297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_80975_length_1389_cov_5.400775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_81131_length_1516_cov_5.529287	0	0	0	0	0	0	0	0	0	0	0	0	0.35139093	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19619326	0	0	0	0	0	0	0.3374817	0	0	0	0	0
NODE_83817_length_1582_cov_6.861092	0	0	0	0	0	0	0	0	0	0.40502793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_84857_length_1345_cov_6.357945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_85383_length_1297_cov_3.565943	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21621622	0	0	0	0	0	0	0	0	0	0	0	0	0.2528335	0	0	0	0	0	0	0.505667	0.2528335	0.24934612	0.22319093	0.23888405	0
NODE_85565_length_1028_cov_2.166846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_85580_length_1028_cov_1.920344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_86001_length_1334_cov_3.557895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_87227_length_1443_cov_6.127232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_87324_length_1442_cov_4.221147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_90228_length_1503_cov_3.624644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_9088_length_4677_cov_4.245522	0	0	0	0.12812017	0.19218025	0.24033576	0.055666003	0	0	0.05875856	0.25624034	0.064060085	0.44842058	0.064060085	0.19218025	0.17539209	0.17340402	0	0	0	0.12812017	0	0.37685	0.12303954	0	0	0	0.121935055	0	0.12812017	0	0	0	0.115087256	0.11398277	0	0.064060085	0.064060085	0
NODE_91750_length_1485_cov_5.761183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21722846	0	0.13408239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_91989_length_1392_cov_9.104408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23349437	0	0	0	0
NODE_9324_length_3021_cov_13.965092	0	0	0	0.2020202	0	0	0	0	0	0	0.1010101	0	0	0	0.08080808	0	0	0	0	0	0.06339255	0	0	0	0	0	0	0	0	0	0	0	0	0.1010101	0	0	0	0	0
NODE_94091_length_1115_cov_3.398622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_94146_length_1150_cov_6.067555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_95414_length_1240_cov_4.327783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_96830_length_1232_cov_3.812004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_9712_length_5855_cov_18.495136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_98279_length_1415_cov_4.756079	0	0	0	0.22924902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22924902	0	0	0	0	0	0	0.22924902	0	0	0	0	0	0
NODE_9859_length_5906_cov_4.810229	0	0	0	0	0	0	0	0	0	0	0	0	0.025017373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_99401_length_1323_cov_4.068627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_99476_length_1322_cov_6.769419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_99656_length_1075_cov_3.011270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_9967_length_5990_cov_49.996265	0	0	0	0	0	0.049657535	0	0	0	0	0.07534247	0	0.2780822	0.04280822	0.1489726	0	0	0	0.09931507	0.09315068	0.049657535	0	0.049657535	0.049657535	0.14726028	0.1489726	0.049657535	0	0	0.049657535	0.049657535	0.23253424	0.24828768	0.175	0	0	0.24657534	0.16815068	0
NODE_99877_length_1167_cov_3.077715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2334_length_6181_cov_11.367642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_6_length_121281_cov_168.096665__full_1	0.013391272	0	0.008961331	0	0.0049033696	0.0024516848	0	0	0	0.009198045	0.0024516848	0.0024516848	0.0058333194	0.0024516848	0	0	0.009806739	0.0024516848	0.0024516848	0.0097391065	0.007270514	0.0022487869	0.0024516848	0.0019613479	0.009138867	0.0071352483	0.032632772	0.004734288	0.0016908172	0	0.0013019292	0.006898534	0.010550699	0.0067125442	0.007355055	0.004074869	0.033190742	0	0.0024516848
NODE_95_length_42159_cov_70.260842__full_1	0	0	0	0	0	0	0	0	0	0	0	0.008666806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2_length_199986_cov_102.532136__full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002176785	0	0	0	0	0	0	0	0.000725595	0	0	0	0	0	0	0	0	0	0
NODE_12_length_97136_cov_53.423921__full	0.1216258	0.032087106	0.054935765	0.037201244	0.04548079	0.059637472	0.031097272	0.017528303	0.022260945	0.20555544	0.05115171	0.05823521	0.06564865	0.06308127	0.037654918	0.035984576	0.039634585	0.035572145	0.0021033965	0.0059802444	0.00484606	0.0728765	0.038139526	0.0716392	0.044068217	0.050564	0.035737116	0.04301652	0.028292743	0	0.0131977815	0.0029901222	0.018652176	0.045099292	0.04105747	0.02903512	0.020621533	0.005155383	0.007238158
NODE_19_length_79038_cov_85.620352__full	0.024338303	0.014526924	0.028470743	0.015211439	0.012929724	0.01838049	0.023831254	0.0036760978	0.012676199	0.01838049	0.009963493	0.031107392	0.006109928	0.03308488	0.018203022	0.031665146	0.010242369	0.012764933	0	0.01637765	0.009190245	0.03151303	0.03676098	0.020484738	0.0364821	0.018304432	0	0.037496198	0.025124228	0.032298956	0.017188925	0.006946557	0.021498835	0.017518507	0.044544164	0.037901834	0.027659466	0.04533009	0
NODE_21_length_77995_cov_70.244942__full	0	0	0	0	0.0037253518	0.0037253518	0	0	0	0.0034170467	0.003519815	0.014901407	0	0	0.010764982	0	0.0074507035	0	0	0	0	0.0037253518	0	0.0037253518	0	0	0	0.023765175	0.009480378	0	0	0	0	0	0.007091014	0.0056779496	0	0	0
NODE_29_length_66528_cov_77.461425__full	0.04661183	0.016571756	0.020127151	0.013106752	0.053451445	0.007321703	0.027117418	0.0043689176	0.0040977434	0	0.0026213503	0	0.019916236	0.05179427	0.015050167	0.016149929	0.0043689176	0	0.0084064	0.007894182	0.0033444816	0	0	0.00388683	0	0	0.017370213	0	0	0	0.0065081804	0.011901533	0.0043689176	0.0043689176	0.0043689176	0	0	0.003826569	0.0032239598
NODE_34_length_63571_cov_98.927433__full	0	0	0	0.013717853	0	0.004162659	0.027104586	0.004572618	0	0.022673877	0.036423266	0.03787389	0.008766812	0	0.0043518706	0.04115356	0.016808312	0.009145236	0	0.004572618	0	0.019204995	0.035634883	0.02708882	0.024029896	0.004572618	0.0037842356	0.008136107	0.029170148	0.012298766	0.017344413	0.009145236	0.004572618	0.049494646	0.04257265	0.008640671	0.004572618	0.013024077	0
NODE_38_length_58139_cov_75.019125__full	0.0050009484	0	0	0.03355809	0.015002846	0	0	0.0050009484	0.0050009484	0.010001897	0.009415579	0	0.009794961	0	0.010001897	0.025004743	0.015002846	0	0	0	0.0046215663	0.008932728	0.059321597	0.020003794	0.010001897	0.0050009484	0.0025004742	0.013588784	0.024280466	0.0023970064	0	0	0.009657004	0.019003604	0.030005692	0.032471675	0.014864888	0.0050009484	0
NODE_39_length_57931_cov_65.922085__full	0	0	0	0.015056852	0	0	0.005018951	0	0.005018951	0.062373444	0.005018951	0.005018951	0	0	0	0.010037902	0.00391132	0	0	0	0.0033921185	0	0.005018951	0	0	0.010037902	0	0.005018951	0.013083885	0	0	0	0	0.022671813	0	0.011630121	0	0	0
NODE_50_length_55711_cov_72.358700__full	0	0	0	0	0	0	0.0052194884	0	0.0052194884	0.010438977	0	0	0	0	0	0	0	0	0	0	0	0	0.0052194884	0.0067673367	0.004031605	0	0	0	0	0	0	0	0.0052194884	0	0	0	0.010438977	0	0.00939508
NODE_60_length_51924_cov_52.439402__full	0	0	0	0	0.005601267	0	0.016803801	0	0.0045196433	0.01077761	0.005601267	0.015876696	0.016803801	0	0.0131340055	0.005601267	0	0.005601267	0	0.005601267	0.005601267	0	0	0	0	0.005601267	0	0.005601267	0.01012091	0	0	0	0	0	0	0	0	0.0055626375	0
NODE_61_length_51656_cov_98.863355__full	0.005630412	0.02815206	0.032423407	0.016891235	0.016891235	0.0046208207	0.045043297	0	0.016891235	0.039412882	0.021007262	0.02815206	0.043878384	0.041354407	0.0139789535	0.011260824	0.008270881	0.005630412	0	0.011260824	0	0	0.027433697	0.011260824	0.03246224	0.011260824	0.027608434	0.0045819907	0.028695686	0.005630412	0.010561876	0	0.033083525	0.06300237	0.04170388	0.008930998	0.0150662055	0.027724925	0.011260824
NODE_62_length_51641_cov_73.671433__full	0.005632052	0	0	0.005632052	0	0.0051271096	0	0	0	0.011031054	0.022528209	0.011264104	0.0052824765	0	0.005632052	0.005632052	0	0	0	0.0035345983	0.0048552174	0.016896157	0.011225263	0	0.016896157	0	0.0033403896	0.005632052	0.005632052	0	0.0109533705	0	0	0.005632052	0	0.013516925	0.02120759	0.019712184	0
NODE_64_length_51279_cov_69.759809__full	0.0028359639	0.0056719277	0.013260576	0	0	0	0	0	0	0	0	0	0	0.0033249233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0056719277	0	0	0	0	0
NODE_69_length_49797_cov_75.016459__full	0	0	0	0	0.0058412394	0	0	0	0	0	0.0053981105	0	0	0	0	0	0.0058412394	0	0	0	0	0	0.0029206197	0	0	0	0	0	0	0	0	0	0	0	0	0.0058412394	0	0	0
NODE_70_length_49574_cov_46.959616__full	0.0029944966	0.004208482	0	0.0044108126	0.005867595	0.029337974	0	0.027233733	0	0.01173519	0.01173519	0.002185173	0.045726772	0.027071867	0.01173519	0.005867595	0	0.005867595	0	0.017602785	0.013515701	0	0.005867595	0	0.026910003	0	0.005867595	0.0048964065	0	0	0.021001942	0	0.022418259	0.005867595	0	0	0.027233733	0	0
NODE_78_length_47781_cov_49.813242__full	0	0	0	0	0	0.006088472	0.006088472	0	0	0.006088472	0	0	0	0	0	0	0	0	0	0	0	0	0.006088472	0	0	0	0.006088472	0	0	0	0	0	0.003988999	0.005542609	0	0.018265415	0	0	0
